,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet,Location,address_for_query,formatted_address,lat,lng
257,EdAdvance,EdAdvance,Regional Education Service Center School Districts,2420014,"355 Goshen Road, Box 909",Litchfield,06759,860-567-0863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000-07-01T00:00:00.000,0.0,"355 Goshen Road, Box 909
Litchfield, CT 06759
(41.764261, -73.197972)","355 Goshen Road, Box 909, Litchfield, Connecticut, USA","355 Goshen Rd, Litchfield, CT 06759, USA",41.7636978,-73.1983395
258,Clinton School District,Lewin G. Joel Jr. School,Public Schools,270311,137A Glenwood Rd.,Clinton,06413-1425,860-664-6501,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"137A Glenwood Rd.
Clinton, CT 06413-1425
(41.303366, -72.523566)","137A Glenwood Rd., Clinton, Connecticut, USA","137 Glenwood Rd, Clinton, CT 06413, USA",41.3031678,-72.52593619999999
259,Southington School District,John F. Kennedy Middle School,Public Schools,1315311,1071 South Main St.,Plantsville,06479-1672,860-628-3275,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"1071 South Main St.
Plantsville, CT 06479-1672
(41.578512, -72.894998)","1071 South Main St., Plantsville, Connecticut, USA","1071 S Main St, Plantsville, CT 06479, USA",41.5779235,-72.8937512
260,Hebron School District,Hebron School District,Public School Districts,670011,580 Gilead Street,Hebron,06248,860-228-2577,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1996-07-01T00:00:00.000,0.0,"580 Gilead Street
Hebron, CT 06248
(41.675253, -72.409536)","580 Gilead Street, Hebron, Connecticut, USA","580 Gilead St, Hebron, CT 06248, USA",41.6767002,-72.4094476
261,Bristol School District,Bristol Early Childhood Center-BECC,Public Schools,170411,240 Stafford Avenue,Bristol,06010,860-584-7072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-28T00:00:00.000,,"240 Stafford Avenue
Bristol, CT 06010
(41.683509, -72.903301)","240 Stafford Avenue, Bristol, Connecticut, USA","240 Stafford Ave, Bristol, CT 06010, USA",41.6839429,-72.9029832
262,Clinton School District,Jared Eliot School,Public Schools,275111,69 Fairy Dell Rd.,Clinton,06413-2403,860-664-6503,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0.0,"69 Fairy Dell Rd.
Clinton, CT 06413-2403
(41.297472, -72.518964)","69 Fairy Dell Rd., Clinton, Connecticut, USA","69 Fairy Dell Rd, Clinton, CT 06413, USA",41.29798230000001,-72.5191122
263,Norwich School District,Teachers' Memorial Global Studies Magnet Middle School,Public Schools,1045211,15 Teachers Dr.,Norwich,06360-4029,860-823-4212,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"15 Teachers Dr.
Norwich, CT 06360-4029
(41.529241, -72.097279)","15 Teachers Dr., Norwich, Connecticut, USA","15 Teachers Dr, Norwich, CT 06360, USA",41.52887339999999,-72.09470089999999
264,Winchester School District,Pearson School,Public Schools,1625111,2 Wetmore Ave.,Winsted,06098-1242,860-379-7588,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1997-07-01T00:00:00.000,0.0,"2 Wetmore Ave.
Winsted, CT 06098-1242
(41.926483, -73.068323)","2 Wetmore Ave., Winsted, Connecticut, USA","2 Wetmore Ave, Winsted, CT 06098, USA",41.9261068,-73.0676075
265,Ledyard School District,Gales Ferry School,Public Schools,720211,1858 Route 12,Gales Ferry,06335,860-464-7664,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"1858 Route 12
Gales Ferry, CT 06335
(41.452931, -72.070674)","1858 Route 12, Gales Ferry, Connecticut, USA","1858 CT-12, Gales Ferry, CT 06335, USA",41.4522631,-72.06988919999999
266,Willington School District,Willington School District,Public School Districts,1600011,"40A Old Farms Road,",Willington,06279,860-487-3130,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1996-07-01T00:00:00.000,0.0,"40A Old Farms Road,
Willington, CT 06279
(41.870326, -72.259675)","40A Old Farms Road,, Willington, Connecticut, USA","40 Old Farms Rd, Willington, CT 06279, USA",41.8701263,-72.2598111
267,Canton School District,Canton Intermediate School,Public Schools,230311,39 Dyer Ave.,Canton,06019,860-693-7717,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"39 Dyer Ave.
Canton, CT 06019
(41.821852, -72.919706)","39 Dyer Ave., Canton, Connecticut, USA","39 Dyer Ave, Collinsville, CT 06019, USA",41.8222953,-72.9197056
268,Ellington School District,Ellington School District,Public School Districts,480011,47 Main Street,Ellington,06029,860-896-2300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"47 Main Street
Ellington, CT 06029
(41.903111, -72.465869)","47 Main Street, Ellington, Connecticut, USA","47 Main St, Ellington, CT 06029, USA",41.903528,-72.46588899999999
269,Madison School District,Daniel Hand High School,Public Schools,766111,286 Green Hill Rd.,Madison,06443,203-245-6350,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"286 Green Hill Rd.
Madison, CT 06443
(41.296482, -72.621799)","286 Green Hill Rd., Madison, Connecticut, USA","286 Green Hill Rd, Madison, CT 06443, USA",41.2924874,-72.6196444
270,Connecticut Technical Education and Career System,Henry Abbott Technical High School,CT Technical Education and Career Schools,9001216,21 Hayestown Ave.,Danbury,06811,203-797-4460,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0.0,"21 Hayestown Ave.
Danbury, CT 06811
(41.413187, -73.452986)","21 Hayestown Ave., Danbury, Connecticut, USA","21 Hayestown Ave, Danbury, CT 06811, USA",41.4140831,-73.4541144
271,Andover School District,Andover Elementary School,Public Schools,10111,35 School Rd.,Andover,06232-1526,860-742-7339,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"35 School Rd.
Andover, CT 06232-1526
(41.727913, -72.365927)","35 School Rd., Andover, Connecticut, USA","35 School Rd, Andover, CT 06232, USA",41.7284939,-72.36635249999999
272,Capitol Region Education Council,University of Hartford Magnet School,Regional Education Service Center Schools,2410214,196 Bloomfield Ave.,West Hartford,06117,860-236-2899,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2001-07-01T00:00:00.000,1.0,"196 Bloomfield Ave.
West Hartford, CT 06117
(41.793726, -72.716489)","196 Bloomfield Ave., West Hartford, Connecticut, USA","196 Bloomfield Ave, West Hartford, CT 06117, USA",41.7939398,-72.71670069999999
273,Fairfield School District,Mill Hill School,Public Schools,510711,635 Mill Hill Terrace,Southport,06890,203-255-8320,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1990-07-01T00:00:00.000,0.0,"635 Mill Hill Terrace
Southport, CT 06890
(41.145649, -73.283253)","635 Mill Hill Terrace, Southport, Connecticut, USA","635 Mill Hill Terrace, Southport, CT 06890, USA",41.1458787,-73.282575
274,Tolland School District,Tolland Intermediate School,Public Schools,1420211,96 Old Post RD,Tolland,06084-3325,860-870-6885,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"96 Old Post RD
Tolland, CT 06084-3325
(41.869062, -72.375479)","96 Old Post RD, Tolland, Connecticut, USA","96 Old Post Rd, Tolland, CT 06084, USA",41.8699001,-72.37134689999999
275,Naugatuck School District,Naugatuck High School,Public Schools,886111,543 Rubber Ave.,Naugatuck,06770-2887,203-720-5400,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"543 Rubber Ave.
Naugatuck, CT 06770-2887
(41.4909, -73.074392)","543 Rubber Ave., Naugatuck, Connecticut, USA","543 Rubber Ave, Naugatuck, CT 06770, USA",41.4916261,-73.07179529999999
276,New Canaan School District,Saxe Middle School,Public Schools,905111,468 South Ave.,New Canaan,06840-6321,203-594-4564,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"468 South Ave.
New Canaan, CT 06840-6321
(41.130028, -73.486827)","468 South Ave., New Canaan, Connecticut, USA","468 South Ave, New Canaan, CT 06840, USA",41.1328728,-73.4847245
277,Greenwich School District,International School At Dundee,Public Schools,571311,55 Florence Rd.,Riverside,06878,203-637-3800,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1999-07-01T00:00:00.000,0.0,"55 Florence Rd.
Riverside, CT 06878
(41.052489, -73.575049)","55 Florence Rd., Riverside, Connecticut, USA","55 Florence Rd, Riverside, CT 06878, USA",41.05255210000001,-73.57521419999999
278,Bridgeport School District,Geraldine Johnson School,Public Schools,153211,475 Lexington Avenue,Bridgeport,06604-2675,203-275-2500,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"475 Lexington Avenue
Bridgeport, CT 06604-2675
(41.185589, -73.203578)","475 Lexington Avenue, Bridgeport, Connecticut, USA","475 Lexington Ave, Bridgeport, CT 06604, USA",41.1843329,-73.2034594
279,East Hampton School District,East Hampton Middle School,Public Schools,425111,19 Childs Rd.,East Hampton,06424-1709,860-365-4060,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"19 Childs Rd.
East Hampton, CT 06424-1709
(41.569159, -72.522432)","19 Childs Rd., East Hampton, Connecticut, USA","19 Childs Rd, East Hampton, CT 06424, USA",41.5692335,-72.5229987
280,Greenwich School District,North Mianus School,Public Schools,570711,309 Palmer Hill Rd.,Riverside,06878-1011,203-637-9730,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"309 Palmer Hill Rd.
Riverside, CT 06878-1011
(41.057649, -73.581177)","309 Palmer Hill Rd., Riverside, Connecticut, USA","309 Palmer Hill Rd, Riverside, CT 06878, USA",41.0570989,-73.5791964
281,Regional School District 14,Nonnewaug High School,Regional Schools,2146112,"5 Minortown Road, P.O. Box 469",Woodbury,06798-0469,203-263-2186,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2002-07-01T00:00:00.000,0.0,"5 Minortown Road, P.O. Box 469
Woodbury, CT 06798-0469
(41.557432, -73.188332)","5 Minortown Road, P.O. Box 469, Woodbury, Connecticut, USA","5 Minortown Rd, Woodbury, CT 06798, USA",41.5583302,-73.1897652
282,Glastonbury School District,Gideon Welles School,Public Schools,540811,1029 Neipsic Rd.,Glastonbury,06033-2571,860-652-7800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1997-07-01T00:00:00.000,0.0,"1029 Neipsic Rd.
Glastonbury, CT 06033-2571
(41.700259, -72.547324)","1029 Neipsic Rd., Glastonbury, Connecticut, USA","1029 Neipsic Rd, Glastonbury, CT 06033, USA",41.701406,-72.546798
283,Connecticut Technical Education and Career System,H. C. Wilcox Technical High School,CT Technical Education and Career Schools,9001716,298 Oregon Rd.,Meriden,06450,203-238-6260,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0.0,"298 Oregon Rd.
Meriden, CT 06450
(41.52599, -72.833911)","298 Oregon Rd., Meriden, Connecticut, USA","298 Oregon Rd, Meriden, CT 06451, USA",41.5291941,-72.83049989999999
284,East Lyme School District,Lillie B. Haynes School,Public Schools,450411,29 Society Rd.,Niantic,06357-1107,860-739-2922,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"29 Society Rd.
Niantic, CT 06357-1107
(41.346941, -72.213649)","29 Society Rd., Niantic, Connecticut, USA","29 Society Rd, Niantic, CT 06357, USA",41.3470671,-72.2127
285,Meriden School District,Nathan Hale School,Public Schools,800711,277 Atkins St. Ext.,Meriden,06450-3408,203-237-7486,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"277 Atkins St. Ext.
Meriden, CT 06450-3408
(41.543085, -72.77485)","277 Atkins St. Ext., Meriden, Connecticut, USA","277 Atkins St Ext, Meriden, CT 06450, USA",41.5429043,-72.7736244
286,Ansonia School District,Ansonia High School,Public Schools,26111,20 Pulaski Hwy.,Ansonia,06401-2561,203-736-5060,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"20 Pulaski Hwy.
Ansonia, CT 06401-2561
(41.329886, -73.064323)","20 Pulaski Hwy., Ansonia, Connecticut, USA","20 Pulaski Hwy, Ansonia, CT 06401, USA",41.3266921,-73.0654308
287,Waterbury School District,Crosby High School,Public Schools,1516211,300 Pierpont Rd.,Waterbury,06705-3905,203-574-8061,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"300 Pierpont Rd.
Waterbury, CT 06705-3905
(41.54775, -72.974313)","300 Pierpont Rd., Waterbury, Connecticut, USA","300 Pierpont Rd, Waterbury, CT 06705, USA",41.5477546,-72.9739097
288,Ellington School District,Ellington High School,Public Schools,486111,37 Maple St.,Ellington,06029-3333,860-896-2352,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"37 Maple St.
Ellington, CT 06029-3333
(41.907967, -72.46091)","37 Maple St., Ellington, Connecticut, USA","37 Maple St, Ellington, CT 06029, USA",41.90985939999999,-72.4620587
289,Bridgeport School District,Hall School,Public Schools,151111,290 Clermont Ave.,Bridgeport,06610-2902,203-576-7560,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"290 Clermont Ave.
Bridgeport, CT 06610-2902
(41.191778, -73.160601)","290 Clermont Ave., Bridgeport, Connecticut, USA","290 Clermont Ave, Bridgeport, CT 06610, USA",41.1914051,-73.159819
290,Hartford School District,Global Communications Academy,Public Schools,643611,85 Edwards Street,Hartford,06112-1826,860-695-6020,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2008-08-25T00:00:00.000,0.0,"85 Edwards Street
Hartford, CT 06112-1826
(41.774611, -72.681456)","85 Edwards Street, Hartford, Connecticut, USA","85 Edwards St, Hartford, CT 06120, USA",41.7748311,-72.68191279999999
291,Canton School District,Canton Middle School,Public Schools,235111,76 Simonds Avenue,Canton,06019-1207,860-693-7712,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2004-07-01T00:00:00.000,0.0,"76 Simonds Avenue
Canton, CT 06019-1207
(41.823647, -72.91683)","76 Simonds Avenue, Canton, Connecticut, USA","76 Simonds Ave, Collinsville, CT 06019, USA",41.8263299,-72.9166189
292,New Britain School District,Jefferson Elementary School,Public Schools,890711,140 Horse Plain Rd.,New Britain,06053-1678,860-223-8007,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"140 Horse Plain Rd.
New Britain, CT 06053-1678
(41.695742, -72.798918)","140 Horse Plain Rd., New Britain, Connecticut, USA","140 Horse Plain Rd, New Britain, CT 06053, USA",41.6957735,-72.7996632
293,West Hartford School District,Bugbee School,Public Schools,1550411,1943 Asylum Ave.,West Hartford,06117-3058,860-929-5500,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"1943 Asylum Ave.
West Hartford, CT 06117-3058
(41.779062, -72.753545)","1943 Asylum Ave., West Hartford, Connecticut, USA","1943 Asylum Ave, West Hartford, CT 06117, USA",41.7777613,-72.75357199999999
294,Manchester School District,Manchester High School,Public Schools,776111,134 MiddleTpke E,Manchester,06040-4260,860-647-3530,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"134 MiddleTpke E
Manchester, CT 06040-4260
(41.783905, -72.516998)","134 MiddleTpke E, Manchester, Connecticut, USA","134 Middle Turnpike E, Manchester, CT 06040, USA",41.7810362,-72.5167854
295,Plainfield School District,Shepard Hill Elementary School,Public Schools,1090411,234 Shepard Hill Rd.,Plainfield,06374,860-564-6432,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1992-07-01T00:00:00.000,0.0,"234 Shepard Hill Rd.
Plainfield, CT 06374
(41.737168, -71.907172)","234 Shepard Hill Rd., Plainfield, Connecticut, USA","234 Shepard Hill Rd, Plainfield, CT 06374, USA",41.7338876,-71.9065102
296,Fairfield School District,Jennings School,Public Schools,511711,31 Palm Dr.,Fairfield,06824,203-255-8316,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"31 Palm Dr.
Fairfield, CT 06824
(41.186985, -73.245789)","31 Palm Dr., Fairfield, Connecticut, USA","31 Palm Dr, Fairfield, CT 06825, USA",41.1877623,-73.2465878
297,New Fairfield School District,New Fairfield School District,Public School Districts,910011,3 Brush Hill Road,New Fairfield,06812,203-312-5770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"3 Brush Hill Road
New Fairfield, CT 06812
(41.4654, -73.486695)","3 Brush Hill Road, New Fairfield, Connecticut, USA","3 Brush Hill Rd, New Fairfield, CT 06812, USA",41.465274,-73.4862203
298,Old Saybrook School District,Old Saybrook School District,Public School Districts,1060011,50 Sheffield Street,Old Saybrook,06475,860-395-3157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"50 Sheffield Street
Old Saybrook, CT 06475
(41.290462, -72.373106)","50 Sheffield Street, Old Saybrook, Connecticut, USA","50 Sheffield St, Old Saybrook, CT 06475, USA",41.2900227,-72.37250279999999
299,New Haven School District,Edgewood School,Public Schools,931211,737 Edgewood Ave.,New Haven,06515,475-220-8000,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"737 Edgewood Ave.
New Haven, CT 06515
(41.31783, -72.960989)","737 Edgewood Ave., New Haven, Connecticut, USA","737 Edgewood Ave, New Haven, CT 06515, USA",41.318221,-72.960728
300,Stamford School District,Newfield School,Public Schools,1350611,345 Pepper Ridge Rd.,Stamford,06905-2801,203-977-4282,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"345 Pepper Ridge Rd.
Stamford, CT 06905-2801
(41.091126, -73.54059)","345 Pepper Ridge Rd., Stamford, Connecticut, USA","345 Pepper Ridge Rd, Stamford, CT 06905, USA",41.0911763,-73.5396274
301,Waterford School District,Great Neck Elementary School,Public Schools,1520211,165 Great Neck Rd.,Waterford,06385-3739,860-442-2593,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2010-08-31T00:00:00.000,0.0,"165 Great Neck Rd.
Waterford, CT 06385-3739
(41.31354, -72.132375)","165 Great Neck Rd., Waterford, Connecticut, USA","165 Great Neck Rd, Waterford, CT 06385, USA",41.313298,-72.1331546
302,Bridgeport School District,Central High School,Public Schools,156211,1 Lincoln Blvd.,Bridgeport,06606-5502,203-576-7377,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"1 Lincoln Blvd.
Bridgeport, CT 06606-5502
(41.189288, -73.207186)","1 Lincoln Blvd., Bridgeport, Connecticut, USA","1 Lincoln Blvd, Bridgeport, CT 06606, USA",41.1894072,-73.2054518
303,East Haddam School District,Nathan Hale-Ray Middle School,Public Schools,415111,73 Clark Gates Rd.,Moodus,06469-0363,860-873-5081,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2008-08-01T00:00:00.000,0.0,"73 Clark Gates Rd.
Moodus, CT 06469-0363
(41.513392, -72.440638)","73 Clark Gates Rd., Moodus, Connecticut, USA","73 Clark Gates Rd, Moodus, CT 06469, USA",41.5199852,-72.4449831
304,Office of Higher Education,Office of Higher Education,State Agencies,3520015,450 Columbus Blvd,Hartford,06106,860-947-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-28T00:00:00.000,,"450 Columbus Blvd
Hartford, CT 06106
(41.767017, -72.6694)","450 Columbus Blvd, Hartford, Connecticut, USA","450 Columbus Blvd, Hartford, CT 06103, USA",41.7677103,-72.66884139999999
305,Great Oaks Charter School District,Great Oaks Charter School,Public Charter Schools,2940113,375 Howard Avenue,Bridgeport,06605,203-870-8188,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2014-08-28T00:00:00.000,,"375 Howard Avenue
Bridgeport, CT 06605
(41.167371, -73.208298)","375 Howard Avenue, Bridgeport, Connecticut, USA","375 Howard Ave, Bridgeport, CT 06605, USA",41.1669627,-73.2083796
306,Somers School District,Somers High School,Public Schools,1296111,5 Vision Boulevard,Somers,06071,860-749-2270,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"5 Vision Boulevard
Somers, CT 06071
(41.983726, -72.582154)","5 Vision Boulevard, Somers, Connecticut, USA","5 Vision Blvd, Somers, CT 06071, USA",41.9771235,-72.4601749
307,Stamford School District,Stamford High School,Public Schools,1356111,55 Strawberry Hill Ave.,Stamford,06902,203-977-4223,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"55 Strawberry Hill Ave.
Stamford, CT 06902
(41.062352, -73.532987)","55 Strawberry Hill Ave., Stamford, Connecticut, USA","55 Strawberry Hill Ave, Stamford, CT 06902, USA",41.0622003,-73.53070029999999
308,Hartford School District,Montessori Magnet at Fisher School,Public Schools,643711,280 Plainfield Street,Hartford,06112-1028,860-695-3560,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2008-08-25T00:00:00.000,1.0,"280 Plainfield Street
Hartford, CT 06112-1028
(41.791455, -72.70817)","280 Plainfield Street, Hartford, Connecticut, USA","280 Plainfield St, Hartford, CT 06112, USA",41.7923256,-72.70814589999999
309,East Hartford School District,Connecticut IB Academy,Public Schools,436311,857 Forbes St.,East Hartford,06118,860-622-5590,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2003-07-01T00:00:00.000,1.0,"857 Forbes St.
East Hartford, CT 06118
(41.75256, -72.604839)","857 Forbes St., East Hartford, Connecticut, USA","857 Forbes St, East Hartford, CT 06118, USA",41.7550415,-72.60550719999999
310,Hartford School District,Parkville Community School,Public Schools,641511,47 New Park Avenue,Hartford,06106-2160,860-695-4721,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"47 New Park Avenue
Hartford, CT 06106-2160
(41.717663, -72.673933)","47 New Park Avenue, Hartford, Connecticut, USA","47 New Park Ave, Hartford, CT 06106, USA",41.7566478,-72.7074579
